transcript_id	gene_id	gene_symbol	locaus	TSS	TES	length	Nb_samples_over_10%	Nb_samples_over_25%	Nb_samples_over_50%	Nb_samples_over_75%	cytoplasmic.LPA.000.b1	cytoplasmic.LPA.010.b1	cytoplasmic.LPA.015.b1	cytoplasmic.LPA.020.b1	cytoplasmic.LPA.025.b1	cytoplasmic.LPA.030.b1	cytoplasmic.LPA.035.b1	cytoplasmic.LPA.040.b1	cytoplasmic.LPA.050.b1	cytoplasmic.LPA.060.b1	cytoplasmic.LPA.090.b1	cytoplasmic.LPA.120.b1	cytoplasmic.LPA.000.b2	cytoplasmic.LPA.010.b2	cytoplasmic.LPA.015.b2	cytoplasmic.LPA.020.b2	cytoplasmic.LPA.025.b2	cytoplasmic.LPA.030.b2	cytoplasmic.LPA.040.b2	cytoplasmic.LPA.050.b2	cytoplasmic.LPA.060.b2	cytoplasmic.LPA.075.b2	cytoplasmic.LPA.090.b2	cytoplasmic.LPA.120.b2	cytoplasmic.LPA.000.b3	cytoplasmic.LPA.010.b3	cytoplasmic.LPA.015.b3	cytoplasmic.LPA.020.b3	cytoplasmic.LPA.025.b3	cytoplasmic.LPA.030.b3	cytoplasmic.LPA.040.b3	cytoplasmic.LPA.050.b3	cytoplasmic.LPA.060.b3	cytoplasmic.LPA.075.b3	cytoplasmic.LPA.090.b3	cytoplasmic.LPA.120.b3
ENSMUSG00000024190.6	ENSMUST00000146077.1	Dusp1	chr17:26506515-26507723	26507723	26506515	839	2	0	0	0	0.0714112	1.06797	0.338141	2.02402	1.42244	2.48059	5.90221	9.64011	1.90396	0.676895	0.573094	0.695426	0.0835802	0.208984	3.37418	1.09231	9.74985	2.75531	5.84449	10.2786	0.577321	1.49596	0.413551	0.530185	0.484364	0.363373	0.624433	1.00112	2.02893	2.66288	10.2976	2.23061	1.94685	0.868079	0.47922	0.706134
Total_FPKM							36	36	36	36	7.9131072	12.74023	17.781896	34.91719	62.06989	120.49085000000001	148.4584	201.68223999999998	264.68143	289.74026499999997	106.52158800000001	55.359888999999995	10.0184967	12.514110999999998	26.94363	42.28115	91.04405	179.97904	298.29773	327.22749999999996	348.700651	281.80196	64.566708	33.845999000000006	8.372276999999999	14.100223999999999	15.923779999999999	21.11457	51.734519000000006	70.68172999999999	142.44359999999998	200.02673000000001	209.41348	124.050963	49.587783	20.175773999999997
Main Isoform FPKM											7.69702	10.147	17.0612	29.9975	59.3008	115.521	136.405	182.79	261.211	287.813	105.599	54.5208	9.85195	11.9689	20.5707	40.0585	69.3327	174.053	287.656	305.971	347.11	278.673	63.6717	32.8838	7.56863	13.2882	14.8514	18.8719	49.2391	64.689	120.329	194.737	205.51	122.296	48.8245	18.4486
2nd Main Isoform FPKM											0.144676	1.52526	0.382555	2.89567	1.42244	2.48926	6.15119	9.64011	1.90396	1.25037	0.573094	0.695426	0.0835802	0.336227	3.37418	1.13034	11.9615	3.17073	5.84449	10.9779	1.01333	1.633	0.481457	0.530185	0.484364	0.448651	0.624433	1.24155	2.02893	3.32985	11.817	3.05912	1.95663	0.886884	0.47922	1.02104
Main Isoform/Total											0.9726924968234981	0.7964534392236247	0.9594702387192007	0.8591040687982051	0.955387547811024	0.9587532995244037	0.9188095789797006	0.9063267048204146	0.9868882754638285	0.9933483011068552	0.9913389575078434	0.9848430151296005	0.9833760787683845	0.9564323027021258	0.7634717371044658	0.9474316568967496	0.7615291718679036	0.9670737214733449	0.9643251391822526	0.9350406063060105	0.9954383480631931	0.9888965995836224	0.9861382432568808	0.9715712631203468	0.904010939915151	0.9424105602861346	0.9326554373396267	0.893785665538062	0.9517649134806877	0.9152152897219692	0.8447483776034866	0.9735548843897012	0.9813599391978014	0.9858528869300274	0.984607438489436	0.9143936683668246
2nd Main Isoform / Main											0.01879636534658868	0.15031634965999804	0.02242251424284341	0.09653037753146096	0.023986860210992094	0.02154811679261779	0.0450950478354899	0.052738716559986874	0.007288973282135898	0.004344383332233082	0.005427077907934734	0.012755242036066969	0.008483619994011336	0.028091721043704936	0.1640284482297637	0.028217232297764516	0.17252321054855788	0.018217037339201277	0.020317636343410186	0.035878890483085	0.0029193339287257643	0.005859914667011156	0.007561554034209861	0.016122984569909803	0.06399625823960216	0.03376311313797204	0.042045396393605994	0.06578828840763251	0.041205667853392934	0.05147474841163104	0.0982057525617266	0.01570898185758228	0.00952085056688239	0.0072519460979917575	0.009815154277053527	0.05534512103899483

ENSMUSG00000018648.15	ENSMUST00000100705.10	Dusp14	chr11:84048040-84068357	84068357	84048040	1447	1	1	0	0	0	0.0419797	1.38539e-06	0.0107254	0.0613596	0.0249081	7.60759e-25	0.083721	0.048202	0.0935492	0.251493	0.189758	0.0695257	4.25201e-07	0.0494687	6.01362e-25	0.0357092	1.20826e-56	0.0327506	0.000123247	0.256479	0.54199	0.33957	0.306721	8.21088e-07	0.0267966	8.33262e-06	0	0	1.77731e-07	8.38908e-07	0.0238639	0.0376482	0.105766	0.124839	0.179275
ENSMUSG00000018648.15	ENSMUST00000018792.11	Dusp14	chr11:84048040-84068801	84068801	84048040	1571	0	0	0	0	0	3.03929e-08	5.80733e-08	2.84332e-05	6.48305e-14	2.93858e-10	1.63141e-30	1.43417e-12	2.33238e-13	3.00732e-17	5.52706e-09	3.3596e-15	7.22687e-11	9.0091e-08	1.54201e-05	3.34126e-05	1.14994e-13	4.03497e-08	9.02348e-13	2.6747e-08	0.0729246	9.04623e-27	7.49777e-17	2.14332e-05	2.34958e-08	9.25382e-14	1.18795e-08	0	0	2.69957e-08	5.14061e-08	6.51816e-10	3.50128e-10	7.75255e-17	2.02536e-13	6.62303e-08
ENSMUSG00000018648.15	ENSMUST00000164891.7	Dusp14	chr11:84048044-84068579	84068579	84048044	1454	1	1	0	0	0	1.41045e-07	7.89003e-07	0.0119862	0.00183889	0.00108007	1.41017e-24	0.000358477	0.000759872	0.000929558	2.59314e-05	0.00125328	0.000183357	7.9439e-07	0.04044	0.0316082	0.00111965	0.0366179	0.000874533	0.302288	6.8146e-06	0.00182755	0.000354361	0.428855	5.81139e-07	0.00167618	5.56653e-06	0	0	4.82286e-06	4.45471e-07	0.000172926	0.000220851	0.000627307	0.000443294	1.03924e-05
ENSMUSG00000018648.15	ENSMUST00000108101.7	Dusp14	chr11:84048413-84067080	84067080	84048413	1082	1	0	0	0	0	0	0.0239708	4.46004e-29	1.36474e-61	3.05065e-82	0.0208865	1.69024e-68	0.130117	4.16643e-124	0.272174	0.132163	0.00892802	0.0205195	0.00994414	1.65411e-11	6.41656e-96	0.00949261	0.0225352	1.63307e-05	0.081234	0.271099	0.154217	0.224258	0.0387648	0	0.0883412	0	0	0.0198793	0.0339331	0.0433079	0.040281	0.118441	0.00709672	0.056753
ENSMUSG00000018648.15	ENSMUST00000138208.1	Dusp14	chr11:84048979-84069261	84069261	84048979	710	0	0	0	0	0	0	0	0	0.0571668	0	0.00080093	1.28309e-42	0	1.04955e-137	0.0113035	2.36752e-133	3.14731e-105	0	0	0.0132466	0	0.000437005	0	1.57979e-120	4.19688e-70	0.10001	6.82329e-208	0.0608604	3.06466e-10	0	4.36241e-17	0	0	0	0.0212705	0	2.3454e-85	9.83317e-183	1.26045e-162	5.86076e-68
Total_FPKM							1	1	1	1	0.0	0.0419798714379	0.0239730324663	0.022740033200000002	0.12036529000006482	0.025988170293858	0.02168743	0.08407947700143417	0.17907887200023326	0.09447875800000002	0.53499643692706	0.32317428000000337	0.07863707707226869	0.020520809682	0.09986826010000001	0.04488821261654111	0.036828850000114995	0.046547555349699996	0.05616033300090234	0.302427604447	0.4106444146	0.91492655	0.49414136100000006	1.0207158332	0.038766226029266	0.028472780000092537	0.08835511102950004	0.0	0.0	0.019884327586699998	0.055204935785099996	0.06734472665181601	0.07815005135012801	0.22483430700000007	0.13237901400020255	0.23603845863029999
Main Isoform FPKM											0.0	0.0419797	0.0239708	0.0119862	0.0613596	0.0249081	0.0208865	0.083721	0.130117	0.0935492	0.272174	0.189758	0.0695257	0.0205195	0.0494687	0.0316082	0.0357092	0.0366179	0.0327506	0.302288	0.256479	0.54199	0.33957	0.428855	0.0387648	0.0267966	0.0883412	0.0	0.0	0.0198793	0.0339331	0.0433079	0.040281	0.118441	0.124839	0.179275
2nd Main Isoform FPKM											0.0	1.41045e-07	1.38539e-06	0.0107254	0.0571668	0.00108007	0.00080093	0.000358477	0.048202	0.000929558	0.251493	0.132163	0.00892802	7.9439e-07	0.04044	0.0132466	0.00111965	0.00949261	0.0225352	0.000123247	0.081234	0.271099	0.154217	0.306721	8.21088e-07	0.00167618	8.33262e-06	0.0	0.0	4.82286e-06	0.0212705	0.0238639	0.0376482	0.105766	0.00709672	0.056753
Main Isoform/Total											nan	0.9999959161880652	0.9999068759322318	0.5270968557776775	0.5097781926996309	0.9584399254874337	0.9630693908867947	0.9957364506272077	0.7265904600953178	0.9901611958108083	0.508739836779712	0.5871692512163964	0.8841338283225456	0.9999361778594366	0.49533955984079464	0.7041536777152165	0.9695985619938854	0.7866771890574917	0.5831624965520377	0.9995383872207854	0.6245768623197536	0.5923863505764478	0.6871920199369831	0.4201512174603152	0.9999632146481083	0.9411304410708372	0.9998425554635385	nan	nan	0.9997471583246615	0.6146751104302283	0.6430778199443796	0.5154315231289226	0.5267923813779894	0.9430422257096506	0.7595160595451654
2nd Main Isoform / Main											nan	3.359838207514584e-06	5.779490046222905e-05	0.8948123675560227	0.9316683941877065	0.04336219944516041	0.038346779019941116	0.004281805042940242	0.37045120929624875	0.00993656813740791	0.9240155194838596	0.6964818347579549	0.1284132342428771	3.871390628426619e-05	0.8174866127470501	0.4190874519903063	0.03135466490428237	0.25923414504927916	0.6880851037843582	0.00040771383581220556	0.316727685307569	0.5001918854591413	0.4541537827252113	0.7152091033099767	2.1181277860326893e-05	0.06255196554786802	9.432314707067598e-05	nan	nan	0.00024260713405401598	0.6268363338451247	0.5510287961318835	0.9346391599016907	0.8929846928006349	0.056846978908834576	0.3165695161065402

ENSMUSG00000030203.17	ENSMUST00000129433.3	Dusp16	chr6:134715467-134792475	134792475	134715467	3993	18	1	0	0	0.0122907	8.13814e-05	6.23008e-05	0.00589048	0.359424	0.551312	1.36743e-05	0.259086	0.798841	0.55171	0.750984	0.890287	0.603154	0.848608	0.762968	0.503434	0.473995	0.49466	0.539093	0.233481	1.81222	1.27304	3.55609	4.92537	0.0473458	2.81762e-05	0.177272	0.612376	0.214915	0.61091	0.236156	0.827069	0.139401	2.0376	1.55338	1.96027
ENSMUSG00000030203.17	ENSMUST00000100857.9	Dusp16	chr6:134715472-134792625	134792625	134715472	5104	36	36	36	29	3.03093	3.03593	4.0622	3.54696	3.00406	3.49185	2.66259	2.84875	5.04654	5.61768	14.2017	19.8859	4.10784	3.10897	2.72734	2.83998	2.76156	3.81044	3.67296	6.08382	9.78738	13.9885	16.3301	21.6352	2.19774	3.12181	2.63971	1.60101	2.22079	1.91176	2.19873	2.88161	4.56799	9.09677	10.312	14.8747
ENSMUSG00000030203.17	ENSMUST00000204083.2	Dusp16	chr6:134717814-134761100	134761100	134717814	1915	0	0	0	0	4.86497e-42	3.34816e-48	1.4521e-08	3.00541e-118	5.76064e-10	7.7617e-13	1.34568e-13	4.76839e-13	0.127236	0.0591743	0.135593	1.20808e-21	5.33801e-08	0.0401898	1.07195e-09	3.61861e-15	0.0698841	0.0517536	1.5248e-15	0.0429559	2.82587e-09	6.43766e-23	0.177187	0.182019	5.50369e-16	2.37181e-40	6.37459e-21	1.78761e-10	1.36009e-15	0.0666081	1.26195e-20	1.15441e-09	2.13807e-41	0.15328	0.293005	4.79798e-15
ENSMUSG00000030203.17	ENSMUST00000203651.1	Dusp16	chr6:134718769-134726058	134726058	134718769	629	1	1	0	0	4.81851e-119	0.103334	4.32581e-06	7.26607e-256	1.94147e-23	2.00523e-22	9.68473e-09	1.62669e-17	4.32536e-13	1.71039e-09	0.317896	8.56882e-08	2.66945e-09	0.000161515	3.56766e-23	9.33164e-11	0.116437	3.73577e-21	2.04421e-17	2.19872e-83	5.1237e-07	7.02166e-13	7.77837e-14	2.62965e-06	5.44693e-129	9.78315e-59	1.08342e-33	1.89002e-10	1.20737	1.7617e-10	5.56518e-41	4.95985e-14	2.78003e-49	0.0894094	1.7519e-18	5.97377e-25
ENSMUSG00000030203.17	ENSMUST00000203452.2	Dusp16	chr6:134718921-134743826	134743826	134718921	553	0	0	0	0	0	4.02732e-211	3.87787e-280	0	3.1165e-80	3.33066e-114	7.14756e-84	1.0169e-79	2.6636e-80	1.02358e-58	1.07982e-127	4.75544e-125	8.44887e-45	4.499e-106	2.38226e-66	1.27035e-78	7.74455e-128	1.82467e-56	1.04848e-76	1.46303e-184	2.87054e-84	1.23247e-145	2.47397e-100	2.3245e-56	6.88003e-189	7.57479e-144	2.57621e-164	0.0646143	1.72857e-16	9.64954e-34	4.87838e-128	1.4128e-63	0	2.12445e-116	1.4018e-77	9.23812e-96
ENSMUSG00000030203.17	ENSMUST00000148926.1	Dusp16	chr6:134720578-134758720	134758720	134720578	579	3	0	0	0	0	0.190532	2.33495e-276	0.108504	0.398146	6.18692e-98	0.0965211	0.174965	3.10998e-89	0.476977	1.27226	0.758004	0.235661	0.0676605	0.092988	0.545033	0.0579818	0.205681	0.10309	0.239961	0.953755	0.748195	0.828235	1.09047	0.313309	6.17566e-235	1.80105e-214	2.5878e-105	0.0485325	2.1573e-46	8.63615e-86	0.154512	0.295843	0.369944	0.87327	1.06372
ENSMUSG00000030203.17	ENSMUST00000149776.2	Dusp16	chr6:134737495-134791334	134791334	134737495	3305	3	0	0	0	0.014345	0.0712754	0.0502185	0.036225	0.0098632	0.0419156	0.180158	0.694516	0.119973	0.0994004	0.109583	0.249575	0.00878835	0.0256932	0.107452	0.0203986	0.12203	0.0815943	0.244307	1.08146	0.303273	0.258675	0.235527	0.384203	0.0654543	8.57113e-144	0.0261789	9.95583e-47	3.10327e-93	0.0287438	0.368605	0.215089	0.127146	0.194746	0.218302	0.607024
Total_FPKM							36	36	36	36	3.0575657	3.4011527814	4.112485141131	3.69757948	3.771493200576064	4.085077600000776	2.939282783984864	3.9773170000004767	6.092590000000433	6.80494170171039	16.788016000000002	21.7837660856882	4.955443406049551	4.091283014999999	3.69074800107195	3.9088456000933203	3.6018878999999995	4.644128899999999	4.559450000000002	7.6816779	12.85662851519587	16.268410000000703	21.12713900000008	28.217264629650003	2.6238491	3.1218381762	2.8431609	2.278000300367763	3.6916075000000013	2.6180219001761698	2.8034909999999997	4.07828000115446	5.13038	11.941749399999999	13.249957	18.505714000000005
Main Isoform FPKM											3.03093	3.03593	4.0622	3.54696	3.00406	3.49185	2.66259	2.84875	5.04654	5.61768	14.2017	19.8859	4.10784	3.10897	2.72734	2.83998	2.76156	3.81044	3.67296	6.08382	9.78738	13.9885	16.3301	21.6352	2.19774	3.12181	2.63971	1.60101	2.22079	1.91176	2.19873	2.88161	4.56799	9.09677	10.312	14.8747
2nd Main Isoform FPKM											0.014345	0.190532	0.0502185	0.108504	0.398146	0.551312	0.180158	0.694516	0.798841	0.55171	1.27226	0.890287	0.603154	0.848608	0.762968	0.545033	0.473995	0.49466	0.539093	1.08146	1.81222	1.27304	3.55609	4.92537	0.313309	2.81762e-05	0.177272	0.612376	1.20737	0.61091	0.368605	0.827069	0.295843	2.0376	1.55338	1.96027
Main Isoform/Total											0.9912885927520707	0.8926179431287808	0.9877725658804032	0.9592653840668761	0.7965174110723983	0.8547818038999642	0.9058638435565072	0.716249169980582	0.8283078296750055	0.8255294822860897	0.8459427248580177	0.9128770443906352	0.8289550830073439	0.7599009867079558	0.7389667349837661	0.7265521052896533	0.7666979308267756	0.8204854090074891	0.8055708473609752	0.7919910310220115	0.7612711208410372	0.8598566178255524	0.7729442211744779	0.7667362617872701	0.837601522130217	0.999990974484131	0.9284420027019927	0.7028137791472332	0.6015780388353852	0.7302307134525328	0.7842828815929853	0.7065748303658129	0.8903804396555421	0.7617619240946389	0.778266676639026	0.8037895754792275
2nd Main Isoform / Main											0.004732870769037886	0.06275902277061725	0.012362389838018809	0.03059070302456188	0.13253596798998687	0.15788536162779043	0.06766268933632291	0.24379675296182537	0.1582947920753625	0.09820958117941926	0.08958504967715132	0.04476976148929644	0.1468299641660824	0.27295470847258096	0.27974803288185557	0.19191437967873012	0.17164030475528325	0.1298170290045244	0.14677344702909917	0.17776002577328062	0.1851588474137103	0.09100618365085605	0.21776290408509438	0.22765539491199527	0.14255962943751307	9.025597329754213e-06	0.06715586181815428	0.3824935509459654	0.5436668933127401	0.3195537096706699	0.16764450387269017	0.2870162860345432	0.06476437120046236	0.22399159262023774	0.15063809154383243	0.1317855150019832

ENSMUSG00000027368.6	ENSMUST00000028846.6	Dusp2	chr2:127336158-127338376	127336158	127338376	1617	36	36	36	36	6.43994	5.8722	6.8006	16.6298	36.8217	82.0995	130.142	153.916	174.915	198.51	67.1124	65.4081	4.10956	5.14528	6.36545	10.6014	34.849	124.502	207.04	167.763	186.703	103.605	71.7481	50.8999	3.66289	6.8706	5.50077	8.24187	18.6399	41.6496	88.2978	159.2	122.476	97.3041	60.1248	37.4433
ENSMUSG00000027368.6	ENSMUST00000146479.1	Dusp2	chr2:127336609-127337504	127336609	127337504	756	3	0	0	0	3.27245e-08	0.541881	0.134974	2.07403	1.77451	2.59423	6.67444	9.41472	0.890649	0.939029	0.252651	0.680349	0.0781534	0.193089	1.36609	1.01635	6.66324	2.27378	4.76754	6.18714	0.64177	0.625616	0.630091	0.758447	0.27228	1.28254e-09	0.555209	0.752915	1.47365	2.9354	9.48241	2.98294	2.71428	1.82064	0.907464	3.27742
Total_FPKM							36	36	36	36	6.4399400327245	6.414081	6.935574	18.70383	38.59621	84.69373	136.81644	163.33071999999999	175.805649	199.449029	67.365051	66.08844900000001	4.1877134	5.338368999999999	7.73154	11.617750000000001	41.51224	126.77578	211.80754	173.95014	187.34477	104.230616	72.37819099999999	51.658347	3.93517	6.87060000128254	6.055979	8.994785	20.11355	44.585	97.78021	162.18294	125.19028	99.12474	61.032264	40.72072
Main Isoform FPKM											6.43994	5.8722	6.8006	16.6298	36.8217	82.0995	130.142	153.916	174.915	198.51	67.1124	65.4081	4.10956	5.14528	6.36545	10.6014	34.849	124.502	207.04	167.763	186.703	103.605	71.7481	50.8999	3.66289	6.8706	5.50077	8.24187	18.6399	41.6496	88.2978	159.2	122.476	97.3041	60.1248	37.4433
2nd Main Isoform FPKM											3.27245e-08	0.541881	0.134974	2.07403	1.77451	2.59423	6.67444	9.41472	0.890649	0.939029	0.252651	0.680349	0.0781534	0.193089	1.36609	1.01635	6.66324	2.27378	4.76754	6.18714	0.64177	0.625616	0.630091	0.758447	0.27228	1.28254e-09	0.555209	0.752915	1.47365	2.9354	9.48241	2.98294	2.71428	1.82064	0.907464	3.27742
Main Isoform/Total											0.9999999949185086	0.9155169696173154	0.9805388854621118	0.8891120160950993	0.9540237240910442	0.9693692791662382	0.9512160965451227	0.9423579348698151	0.9949338999908928	0.9952918848253706	0.9962495241041234	0.9897054778816188	0.9813374525582387	0.9638299637960583	0.8233094571068637	0.9125174840222934	0.8394873415648011	0.9820645552328686	0.9774911695778158	0.9644315319320812	0.9965743906275045	0.9939977712498601	0.9912944632727835	0.9853180164669226	0.9308085800613443	0.9999999998133292	0.9083205209265092	0.9162942749604355	0.9267334707199874	0.9341617135808007	0.9030232191156063	0.981607559956676	0.9783187640446207	0.9816328395918114	0.9851314052514912	0.9195146844161891
2nd Main Isoform / Main											5.081491442466856e-09	0.09227904362930417	0.019847366408846278	0.12471767549820204	0.048191962891447164	0.03159860900492695	0.051285826251325474	0.0611679097689649	0.0050918960638024185	0.004730386378519974	0.0037645949183757405	0.010401601636494562	0.01901746172339618	0.03752740375645252	0.2146101218295643	0.09586941347369217	0.19120319090935178	0.018262999791168015	0.02302714451313756	0.03688024176963931	0.003437384509086624	0.0060384730466676315	0.008781988651964303	0.014900756190090746	0.07433474660718722	1.8667074200215412e-10	0.10093296029464964	0.09135244792747277	0.07905890053058223	0.07047846798048481	0.1073912373807728	0.01873706030150754	0.022161729644991673	0.018710825134809324	0.015093006546383523	0.08753021234773645

ENSMUSG00000031530.6	ENSMUST00000033930.4	Dusp4	chr8:34807296-34819894	34807296	34819894	2740	32	32	32	32	1.26562	0.920164	1.45714	1.79023	3.81342	3.47395	2.58354	6.8915	12.3055	7.37739	20.1927	15.2823	3.65435	2.28301	2.15802	1.75871	2.74109	4.46389	5.552	11.8319	13.1349	18.3913	22.829	18.6919	0.9088	1.08544	1.38834	0.372516	1.1661	0.542029	1.38858	2.27465	4.35066	5.98322	6.71705	5.83378
Total_FPKM							32	32	32	32	1.26562	0.920164	1.45714	1.79023	3.81342	3.47395	2.58354	6.8915	12.3055	7.37739	20.1927	15.2823	3.65435	2.28301	2.15802	1.75871	2.74109	4.46389	5.552	11.8319	13.1349	18.3913	22.829	18.6919	0.9088	1.08544	1.38834	0.372516	1.1661	0.542029	1.38858	2.27465	4.35066	5.98322	6.71705	5.83378
Main Isoform FPKM											1.26562	0.920164	1.45714	1.79023	3.81342	3.47395	2.58354	6.8915	12.3055	7.37739	20.1927	15.2823	3.65435	2.28301	2.15802	1.75871	2.74109	4.46389	5.552	11.8319	13.1349	18.3913	22.829	18.6919	0.9088	1.08544	1.38834	0.372516	1.1661	0.542029	1.38858	2.27465	4.35066	5.98322	6.71705	5.83378
Main Isoform/Total											1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0

ENSMUSG00000034765.6	ENSMUST00000038287.6	Dusp5	chr19:53529108-53542431	53529108	53542431	2473	24	24	24	24	0.198875	0.249759	0.520248	0.526473	0.794801	0.946451	1.74473	2.54094	3.35201	5.36013	4.70688	2.47121	0.732999	0.70757	0.981337	0.54537	1.02705	2.5119	4.08776	5.75334	15.9233	21.5644	9.98996	3.11627	0.708946	1.05509	1.19301	0.737491	1.76848	1.18009	2.33519	5.12239	5.39755	7.16256	4.81958	1.61381
Total_FPKM							24	24	24	24	0.198875	0.249759	0.520248	0.526473	0.794801	0.946451	1.74473	2.54094	3.35201	5.36013	4.70688	2.47121	0.732999	0.70757	0.981337	0.54537	1.02705	2.5119	4.08776	5.75334	15.9233	21.5644	9.98996	3.11627	0.708946	1.05509	1.19301	0.737491	1.76848	1.18009	2.33519	5.12239	5.39755	7.16256	4.81958	1.61381
Main Isoform FPKM											0.198875	0.249759	0.520248	0.526473	0.794801	0.946451	1.74473	2.54094	3.35201	5.36013	4.70688	2.47121	0.732999	0.70757	0.981337	0.54537	1.02705	2.5119	4.08776	5.75334	15.9233	21.5644	9.98996	3.11627	0.708946	1.05509	1.19301	0.737491	1.76848	1.18009	2.33519	5.12239	5.39755	7.16256	4.81958	1.61381
Main Isoform/Total											1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0

ENSMUSG00000037887.11	ENSMUST00000039926.9	Dusp8	chr7:142079489-142095272	142095272	142079489	4804	14	14	14	13	0.131035	0.0875483	0.21052	0.191713	0.542053	0.484318	0.5076	1.16806	2.34931	2.58568	2.66825	0.85948	0.405598	0.264409	0.242185	0.239652	0.271152	0.560879	1.3224	2.43406	3.75799	3.26387	1.74627	0.447205	0.0395447	0.0888067	0.113894	0.0871944	0.274538	0.187674	0.428171	1.23695	2.07334	2.51588	1.40417	0.44444
ENSMUSG00000037887.11	ENSMUST00000143661.1	Dusp8	chr7:142083593-142095843	142095843	142083593	853	7	1	0	0	4.02964e-07	0	0.0889733	1.30481e-05	0.175593	4.61793e-06	1.65835e-06	0.0151052	0.0163958	0.230429	0.532025	0.379477	0.000196033	7.67279e-06	0.022995	8.64173e-07	3.80642e-07	0.14653	6.4156e-06	0.540377	0.0303135	0.782158	0.404534	0.229059	0.197492	0.107499	0.0212802	4.62052e-06	6.85078e-07	1.01345e-06	0.0174768	3.83722e-06	3.64038e-05	0.322729	0.37942	0.00593009
Total_FPKM							14	14	14	14	0.13103540296400001	0.0875483	0.2994933	0.1917260481	0.717646	0.48432261793000003	0.50760165835	1.1831652000000001	2.3657058	2.816109	3.200275	1.238957	0.405794033	0.26441667279000003	0.26518	0.239652864173	0.271152380642	0.707409	1.3224064156	2.974437	3.7883035	4.046028	2.150804	0.676264	0.2370367	0.1963057	0.1351742	0.08719902052	0.274538685078	0.18767501345	0.44564780000000004	1.23695383722	2.0733764037999998	2.838609	1.7835899999999998	0.45037009
Main Isoform FPKM											0.131035	0.0875483	0.21052	0.191713	0.542053	0.484318	0.5076	1.16806	2.34931	2.58568	2.66825	0.85948	0.405598	0.264409	0.242185	0.239652	0.271152	0.560879	1.3224	2.43406	3.75799	3.26387	1.74627	0.447205	0.197492	0.107499	0.113894	0.0871944	0.274538	0.187674	0.428171	1.23695	2.07334	2.51588	1.40417	0.44444
2nd Main Isoform FPKM											4.02964e-07	0.0	0.0889733	1.30481e-05	0.175593	4.61793e-06	1.65835e-06	0.0151052	0.0163958	0.230429	0.532025	0.379477	0.000196033	7.67279e-06	0.022995	8.64173e-07	3.80642e-07	0.14653	6.4156e-06	0.540377	0.0303135	0.782158	0.404534	0.229059	0.0395447	0.0888067	0.0212802	4.62052e-06	6.85078e-07	1.01345e-06	0.0174768	3.83722e-06	3.64038e-05	0.322729	0.37942	0.00593009
Main Isoform/Total											0.9999969247700172	1.0	0.7029205661695938	0.9999319440413584	0.7553208685061994	0.999990465177902	0.9999967329696964	0.9872332282930566	0.9930693833527398	0.9181746871303632	0.8337564740530111	0.693712534010462	0.9995169150257072	0.9999709822004827	0.9132853156346632	0.9999963940635428	0.9999985962063137	0.7928638171128726	0.9999951485413832	0.8183262916646075	0.9919981332013129	0.8066849759813822	0.8119149862098081	0.6612876036577432	0.8331705596643896	0.547610181466967	0.8425720292777764	0.9999470117901275	0.9999975046212529	0.9999945999737452	0.9607833809568901	0.9999968978470462	0.9999824422618425	0.886307342786555	0.7872717384600721	0.9868328511780168
2nd Main Isoform / Main											3.0752394398443163e-06	0.0	0.42263585407562226	6.806059057027954e-05	0.3239406478702267	9.534913011698924e-06	3.2670409771473597e-06	0.012931869938188106	0.006978985319093691	0.08911736951208192	0.19939098660170523	0.44151929073393215	0.00048331845817780163	2.9018641574227805e-05	0.09494807688337428	3.6059494600504064e-06	1.4037956570484452e-06	0.2612506440783128	4.851482153660012e-06	0.2220064419118674	0.008066413162355408	0.23964128473254145	0.2316560440252653	0.5122013394304625	0.2002344398760456	0.8261165220141583	0.18684215147417774	5.2991017771783504e-05	2.495384974029096e-06	5.400055415241322e-06	0.04081733699853563	3.102162577307086e-06	1.755804643714972e-05	0.12827678585624114	0.2702094475740117	0.013342835928359283

ENSMUSG00000046179.17	ENSMUST00000058745.14	E2f8	chr7:48866428-48881041	48881041	48866428	3691	36	36	16	1	0.738961	0.751547	0.67041	0.521733	1.00136	1.47738	0.676235	0.622762	1.5697	0.876269	2.35096	2.27765	0.863233	0.686418	0.982316	0.841923	0.430305	0.931908	1.0325	0.862949	1.25357	2.30387	1.84963	2.10336	0.761334	0.648733	0.718989	1.26517	0.53794	0.767572	0.530092	0.614894	0.687974	1.08645	1.03948	1.45359
