transcript_id	gene_id	gene_symbol	locaus	TSS	TES	length	Nb_samples_over_10%	Nb_samples_over_25%	Nb_samples_over_50%	Nb_samples_over_75%	cytoplasmic.Naive.000.b1	cytoplasmic.Naive.010.b1	cytoplasmic.Naive.015.b1	cytoplasmic.Naive.020.b1	cytoplasmic.Naive.025.b1	cytoplasmic.Naive.030.b1	cytoplasmic.Naive.035.b1	cytoplasmic.Naive.040.b1	cytoplasmic.Naive.050.b1	cytoplasmic.Naive.060.b1	cytoplasmic.Naive.090.b1	cytoplasmic.Naive.120.b1	cytoplasmic.Naive.000.b2	cytoplasmic.Naive.010.b2	cytoplasmic.Naive.015.b2	cytoplasmic.Naive.020.b2	cytoplasmic.Naive.025.b2	cytoplasmic.Naive.030.b2	cytoplasmic.Naive.040.b2	cytoplasmic.Naive.050.b2	cytoplasmic.Naive.060.b2	cytoplasmic.Naive.075.b2	cytoplasmic.Naive.090.b2	cytoplasmic.Naive.120.b2	cytoplasmic.Naive.000.b3	cytoplasmic.Naive.010.b3	cytoplasmic.Naive.015.b3	cytoplasmic.Naive.020.b3	cytoplasmic.Naive.025.b3	cytoplasmic.Naive.030.b3	cytoplasmic.Naive.040.b3	cytoplasmic.Naive.050.b3	cytoplasmic.Naive.060.b3	cytoplasmic.Naive.075.b3	cytoplasmic.Naive.090.b3	cytoplasmic.Naive.120.b3

ENSMUSG00000053641.9	ENSMUST00000038890.5	Dennd4a	chr9:64811339-64919667	64811339	64919667	8645	36	36	36	28	2.821	2.82593	2.70314	2.47923	2.74737	2.45848	2.6376	2.93335	3.83381	4.43044	8.57819	8.77365	2.98057	2.60902	2.83059	2.82451	2.53092	3.67895	3.36092	3.7409	6.28526	7.40756	9.13784	11.6801	2.5784	2.61503	2.21157	2.21625	2.33381	2.38344	2.4953	3.19337	3.87887	4.58815	6.21841	8.28725
ENSMUSG00000053641.9	ENSMUST00000213926.1	Dennd4a	chr9:64811431-64839026	64811431	64839026	643	5	0	0	0	1.73362e-72	0.214307	1.57733e-38	0.101751	8.1609e-24	1.58565e-187	0.208845	0.135017	0.070057	0.613475	0.775066	0.956896	0.290437	0.128641	0.11729	0.0450539	0.141197	0.119898	1.29567e-107	0.484019	0.661129	1.37568	1.15201	1.45031	0.0987442	0.106825	1.38151e-39	0.0888913	0.0535745	7.181e-37	0.218845	0.174514	0.245724	0.484306	0.938317	0.948922
ENSMUSG00000053641.9	ENSMUST00000215025.1	Dennd4a	chr9:64811431-64860021	64811431	64860021	2204	1	0	0	0	6.2276e-18	8.79608e-08	2.26638e-06	1.14299e-22	1.19806e-07	5.31434e-27	0.157976	0.0820138	2.40242e-06	0.10042	0.0595125	0.253259	1.80756e-06	6.81788e-09	0.0429492	0.0538138	0.106994	0.0780741	0.0116039	7.78792e-09	0.153681	1.35772e-06	0.21001	0.0864873	0.101042	0.0413909	0.158253	0.102459	0.26669	0.541689	0.328719	0.201405	0.0953327	0.229512	0.361972	0.204828
ENSMUSG00000053641.9	ENSMUST00000214001.1	Dennd4a	chr9:64811459-64841109	64811459	64841109	2491	0	0	0	0	0.0212124	0.0475312	0.0640198	0.0591372	0.174818	0.120918	0.0764257	0.134084	0.0356907	0.154512	0.112946	0.175995	0.0140563	0.0475398	0.0280084	0.0322936	0.301028	0.0738039	0.0772086	0.0857311	0.0736393	0.0923372	0.138737	0.0737283	0.0857329	0.063947	0.0279763	0.0958785	0.166933	0.28095	0.22406	0.202094	0.139682	0.236406	0.204978	0.138928
ENSMUSG00000053641.9	ENSMUST00000213437.1	Dennd4a	chr9:64811543-64843925	64811543	64843925	1928	2	0	0	0	0.0362537	0.10473	0.203672	0.137714	0.141819	0.378317	0.159056	0.0786833	0.159105	0.315241	0.272844	0.575842	0.023576	0.020486	0.0536039	0.0682489	0.293481	0.157798	0.0603814	0.158487	0.240838	0.16048	0.445094	0.120584	0.143457	0.0454744	0.12026	0.102679	0.27276	0.506616	0.225973	0.222936	0.347771	0.347215	0.588485	0.346467
ENSMUSG00000053641.9	ENSMUST00000216098.1	Dennd4a	chr9:64888959-64900975	64888959	64900975	5418	0	0	0	0	0.0277654	0.115115	0.148555	0.026181	0.0335194	0.0583819	0.0343804	0.163823	0.160581	0.251338	0.147679	0.371802	0.0126927	0.0366693	0.0260425	0.0233215	0.0566445	0.0148917	0.0697362	0.308391	0.0524223	0.0821899	0.180216	0.0798139	0.085072	0.0289755	0.106057	0.100092	0.109542	0.0530616	0.164982	0.36363	0.135937	0.292857	0.440217	0.359247
ENSMUSG00000053641.9	ENSMUST00000214029.1	Dennd4a	chr9:64907196-64912111	64907196	64912111	942	0	0	0	0	1.87427e-25	0.0886364	1.37976e-09	3.33613e-23	3.63843e-08	6.71306e-32	3.84583e-15	0.0849555	0.11639	0.0616759	0.117836	1.88109e-23	3.13781e-10	1.62483e-07	1.94203e-13	2.41678e-14	0.178437	3.66565e-07	5.79958e-64	2.3139e-58	7.95907e-07	0.102876	0.182628	0.168704	0.0745177	4.61253e-13	3.21258e-05	3.61897e-14	0.157884	1.26444e-09	1.22036e-64	0.0866672	3.44081e-07	0.092439	0.202067	0.211301
ENSMUSG00000053641.9	ENSMUST00000213744.1	Dennd4a	chr9:64912235-64919404	64912235	64919404	2792	0	0	0	0	1.63715e-05	1.4171e-05	5.81552e-09	4.18348e-05	1.07669e-06	0.000113504	6.34988e-06	3.78878e-06	1.01072e-07	7.56892e-07	2.72822e-06	5.51285e-06	1.07392e-06	2.54367e-06	7.61462e-06	1.21724e-06	1.32688e-06	1.73128e-06	1.25597e-82	0.000110336	0.0355096	8.71079e-09	2.33823e-06	5.50909e-07	6.4364e-06	4.40399e-06	0.0583959	4.20222e-06	6.05611e-06	2.32065e-06	0.000316777	1.10402e-06	1.18014e-06	1.9038e-06	2.15184e-06	2.11055e-06
ENSMUSG00000053641.9	ENSMUST00000217307.1	Dennd4a	chr9:64912482-64919108	64912482	64919108	426	0	0	0	0	4.06766e-56	5.01127e-99	7.7198e-40	2.74035e-112	1.05439e-08	1.16238e-119	9.07126e-42	1.53603e-29	0.337919	5.80555e-45	1.10438e-43	0.586068	1.12611e-64	2.31759e-48	1.11998e-81	2.22349e-41	0.217882	1.59324e-63	0	2.05657e-175	7.12872e-14	0.586386	0.383626	0.283542	4.77104e-46	9.13535e-38	0.124429	4.00369e-63	0.116305	0.201028	8.68681e-266	1.64456e-40	0.183064	1.68163e-47	4.3678e-32	4.64344e-73
Total_FPKM							36	36	36	36	2.9062478715	3.3962638589607996	3.11938907357528	2.8040550347999997	3.0975276434241996	3.0162104040000006	3.2742894498800044	3.6119303887799994	4.713555203492	5.927102656892	10.064076228220001	11.69351751285	3.321334881793781	2.84235881297088	3.098491614620194	3.047242917240024	3.82658482688	4.123417797845	3.5798501	4.77763844378792	7.502479995907071	9.807510466430788	11.830163338230001	13.943270050909	3.1669722364	2.9016472039904615	2.8069733258	2.706254002220036	3.4775045561100004	3.9667869219144394	3.6581957770000004	4.4446173040199985	5.026382224221	6.270886903799999	8.95444815184	10.49694511055
Main Isoform FPKM											2.821	2.82593	2.70314	2.47923	2.74737	2.45848	2.6376	2.93335	3.83381	4.43044	8.57819	8.77365	2.98057	2.60902	2.83059	2.82451	2.53092	3.67895	3.36092	3.7409	6.28526	7.40756	9.13784	11.6801	2.5784	2.61503	2.21157	2.21625	2.33381	2.38344	2.4953	3.19337	3.87887	4.58815	6.21841	8.28725
2nd Main Isoform FPKM											0.0362537	0.214307	0.203672	0.137714	0.174818	0.378317	0.208845	0.163823	0.337919	0.613475	0.775066	0.956896	0.290437	0.128641	0.11729	0.0682489	0.301028	0.157798	0.0772086	0.484019	0.661129	1.37568	1.15201	1.45031	0.143457	0.106825	0.158253	0.102679	0.27276	0.541689	0.328719	0.36363	0.347771	0.484306	0.938317	0.948922
Main Isoform/Total											0.9706673775709292	0.8320702151995598	0.8665607066776709	0.8841588232867305	0.8869557648121218	0.8150890258649209	0.8055488191786655	0.8121280546026239	0.8133584596950838	0.7474883187400695	0.8523574151740297	0.7503003258308409	0.8974012275420595	0.9179066302586231	0.9135380540143779	0.9269067405227543	0.6614043891622238	0.892208886017495	0.9388437800789481	0.7830019043956896	0.8377576485947157	0.7552946311252632	0.7724187518586857	0.8376872826355781	0.8141530166778319	0.9012225870890527	0.787884223791009	0.8189364332327755	0.6711163026082825	0.600849011282338	0.6821122083428613	0.7184803058548394	0.771702156136993	0.7316588658646828	0.6944492719768793	0.789491600910713
2nd Main Isoform / Main											0.01285136476426799	0.07583591950260622	0.07534644894456077	0.055547085183706234	0.06363103622737382	0.15388248023168785	0.07917993630573249	0.05584843267935978	0.08814182236469727	0.13846818826121107	0.090353093135032	0.10906475640126971	0.09744344202618961	0.04930625292255329	0.041436590958068814	0.02416309377555753	0.11894014824648745	0.04289212954783294	0.02297245992168811	0.12938570932128632	0.10518721580332396	0.18571297431272915	0.1260702748133038	0.12416931361889025	0.055637992553521566	0.040850391773708146	0.07155685779785402	0.04633006204173717	0.11687326731824783	0.22727192629141074	0.13173526229311106	0.11387030002787026	0.08965781271349646	0.10555583405076122	0.15089339557861253	0.1145038462698724

ENSMUSG00000018425.18	ENSMUST00000018569.13	Dhx40	chr11:86768845-86807746	86807746	86768845	3813	36	36	36	36	5.28846	5.51459	5.41808	5.15558	5.87348	5.35422	5.65387	5.83045	6.18115	5.88279	5.84626	3.87633	5.40139	4.91415	5.36977	5.3869	4.7694	6.11673	5.26024	6.48347	6.80531	6.18628	5.21588	5.17448	4.86447	5.9729	4.45937	4.57334	4.72086	4.7945	4.90921	5.26149	5.55264	4.54689	4.3952	3.89557
ENSMUSG00000018425.18	ENSMUST00000148263.2	Dhx40	chr11:86775659-86801088	86801088	86775659	912	0	0	0	0	6.65775e-12	4.45366e-15	0.0386288	0.072987	9.45522e-10	1.47012e-14	2.15929e-09	5.16034e-07	1.43435e-07	0.0639133	0.0660954	1.07615e-07	2.79367e-08	9.11832e-07	1.03692e-06	0.0264795	0.0388402	8.59867e-08	1.60594e-08	2.10175e-11	2.83601e-07	0.133629	0.0364053	1.90153e-08	0.0375335	4.53601e-08	9.88877e-09	1.45078e-07	0.108289	4.15647e-07	6.34596e-08	0.056893	2.42898e-12	0.0628063	0.0330638	3.36235e-09
ENSMUSG00000018425.18	ENSMUST00000136977.1	Dhx40	chr11:86784589-86789279	86789279	86784589	641	0	0	0	0	1.67035e-08	1.33433e-13	3.15627e-13	4.06666e-11	3.63362e-11	0.161604	0.180023	0.0951992	0.233923	1.13511e-07	5.30938e-09	5.39854e-08	4.02412e-07	2.78281e-13	0.094755	6.1682e-18	2.03601e-09	3.25132e-10	3.22123e-13	9.04024e-11	0.0572263	1.53113e-08	7.34823e-07	0.0455671	0.0687977	6.89258e-14	8.17401e-08	6.86177e-09	0.0982709	0.0983462	0.0701036	3.93009e-12	0.0749483	1.47578e-31	1.25851e-06	1.55774e-09
ENSMUSG00000018425.18	ENSMUST00000131798.1	Dhx40	chr11:86799586-86807039	86807039	86799586	626	0	0	0	0	8.83809e-07	1.84743e-06	1.38943e-06	9.65314e-07	1.59253e-06	2.83179e-06	5.54495e-07	1.74237e-09	1.28262e-06	1.9634e-07	5.34013e-07	3.71531e-07	5.89771e-08	3.88067e-08	7.75893e-11	1.85374e-06	7.53544e-07	1.18381e-07	2.33139e-07	2.33103e-07	5.5844e-09	4.64178e-07	2.93824e-09	1.80646e-07	0.0641392	6.05904e-07	1.01119e-06	4.58181e-07	8.2803e-07	1.61021e-07	3.65535e-07	3.45108e-07	7.63978e-07	1.375e-05	7.74795e-09	2.40853e-07
Total_FPKM							36	36	36	36	5.288460900519158	5.514591847430138	5.456710189430315	5.228567965354667	5.873481593511858	5.515826831790014	5.83389355665429	5.92564971777637	6.415074426055	5.946703609851	5.91235593932238	3.8763305331314	5.4013904893258	4.914150950638978	5.464526036997589	5.413381353739999	4.808240955580009	6.116730204692832	5.260240249198722	6.48347023321442	6.8625365891853995	6.3199094794893	5.25228603776124	5.2200472996613	5.0349404	5.972900651264169	4.45937110281887	4.57334061012077	4.92742072803	4.892846776668001	4.9793140289946	5.31838334511193	5.627589063980429	4.60971005	4.42826506625795	3.8955702457730905
Main Isoform FPKM											5.28846	5.51459	5.41808	5.15558	5.87348	5.35422	5.65387	5.83045	6.18115	5.88279	5.84626	3.87633	5.40139	4.91415	5.36977	5.3869	4.7694	6.11673	5.26024	6.48347	6.80531	6.18628	5.21588	5.17448	4.86447	5.9729	4.45937	4.57334	4.72086	4.7945	4.90921	5.26149	5.55264	4.54689	4.3952	3.89557
2nd Main Isoform FPKM											8.83809e-07	1.84743e-06	0.0386288	0.072987	1.59253e-06	0.161604	0.180023	0.0951992	0.233923	0.0639133	0.0660954	3.71531e-07	4.02412e-07	9.11832e-07	0.094755	0.0264795	0.0388402	1.18381e-07	2.33139e-07	2.33103e-07	0.0572263	0.133629	0.0364053	0.0455671	0.0687977	6.05904e-07	1.01119e-06	4.58181e-07	0.108289	0.0983462	0.0701036	0.056893	0.0749483	0.0628063	0.0330638	2.40853e-07
Main Isoform/Total											0.9999998297199932	0.9999996649924077	0.992920608188952	0.9860405438280045	0.9999997286938194	0.9707012499270994	0.9691417824295148	0.9839342988008927	0.9635351968630466	0.9892522624223067	0.9888207103901199	0.9999998624649277	0.9999999094074387	0.999999806550717	0.9826597885423103	0.995108167703407	0.9919220030903538	0.9999999665355793	0.9999999526259808	0.9999999640293836	0.9916610150719514	0.9788557921718686	0.9930685348247412	0.9912707113469533	0.9661425187873127	0.9999998909635022	0.9999997526963232	0.9999998665918807	0.9580793402002463	0.9798998862713265	0.9859209464222615	0.9893025114174555	0.986681852010101	0.9863722339759743	0.992533178171764	0.9999999369095987
2nd Main Isoform / Main											1.6712029588954065e-07	3.3500767962804124e-07	0.007129610489324632	0.014156894083691845	2.711390861976205e-07	0.030182547597969452	0.03184066842711275	0.016327933521426304	0.03784457584753646	0.01086445377108481	0.01130558681960775	9.584607089695667e-08	7.45015634864359e-08	1.855523335673514e-07	0.017646007184665267	0.0049155358369377565	0.008143623935924854	1.9353641569923803e-08	4.432098155217253e-08	3.5953432344099687e-08	0.008409065861804973	0.021600865140278164	0.0069797042876753295	0.00880612158129899	0.014142897376281487	1.0144218051532756e-07	2.2675624583741651e-07	1.0018520381165626e-07	0.022938405290561466	0.020512295338408593	0.014280016540339485	0.010813096670334829	0.013497777633702166	0.013813023847069094	0.007522706589006188	6.182740908262463e-08

ENSMUSG00000031898.9	ENSMUST00000034371.8	Dpep3	chr8:105973512-105979429	105979429	105973512	1698	0	0	0	0	0.0479385	0.123808	0.116455	0.0229002	0.108678	0.201101	0.191864	0.162641	0.114996	0.280317	0.0943648	0.038162	0.014983	0.0932804	0.0529588	0.0735542	0.0926008	0.0771706	0.41749	0.461766	0.290897	0.0955782	0.112443	0.0114468	0.0961151	0.0147604	0.0546984	0.0798088	0.128632	0.0625922	0.354671	0.241081	0.329772	0.325272	0.174892	0.0583557
Total_FPKM							0	0	0	0	0.0479385	0.123808	0.116455	0.0229002	0.108678	0.201101	0.191864	0.162641	0.114996	0.280317	0.0943648	0.038162	0.014983	0.0932804	0.0529588	0.0735542	0.0926008	0.0771706	0.41749	0.461766	0.290897	0.0955782	0.112443	0.0114468	0.0961151	0.0147604	0.0546984	0.0798088	0.128632	0.0625922	0.354671	0.241081	0.329772	0.325272	0.174892	0.0583557
Main Isoform FPKM											0.0479385	0.123808	0.116455	0.0229002	0.108678	0.201101	0.191864	0.162641	0.114996	0.280317	0.0943648	0.038162	0.014983	0.0932804	0.0529588	0.0735542	0.0926008	0.0771706	0.41749	0.461766	0.290897	0.0955782	0.112443	0.0114468	0.0961151	0.0147604	0.0546984	0.0798088	0.128632	0.0625922	0.354671	0.241081	0.329772	0.325272	0.174892	0.0583557
Main Isoform/Total											1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0

ENSMUSG00000024190.6	ENSMUST00000025025.6	Dusp1	chr17:26505589-26508519	26508519	26505589	1990	36	36	36	33	11.2253	13.0525	57.6849	157.343	282.462	426.436	595.926	812.833	826.112	843.636	385.128	170.503	7.58272	12.7591	36.2412	122.143	236.197	345.996	781.202	843.783	907.061	618.579	266.464	136.289	10.1336	16.0218	44.3785	111.937	213.196	397.991	674.601	781.225	784.463	517.587	248.945	121.842
ENSMUSG00000024190.6	ENSMUST00000126178.1	Dusp1	chr17:26505590-26508474	26508474	26505590	2313	4	0	0	0	0.238034	2.75559	14.6821	6.93956	9.57614	15.7783	8.32872	6.75523	4.46336	8.22042	2.68173	5.96853	0.0498351	1.05884	3.51615	6.7883	12.3219	7.91891	5.86629	8.70387	4.2624	3.58444	5.05898	1.80103	0.537094	1.0952	13.5908	14.1097	23.1921	23.6975	20.5467	13.7273	7.3924	9.71377	9.16843	4.07528
ENSMUSG00000024190.6	ENSMUST00000146077.1	Dusp1	chr17:26506515-26507723	26507723	26506515	839	3	0	0	0	0.227666	2.15215	11.8781	6.18536	7.19709	11.7915	7.61805	6.55146	4.86391	7.29007	2.45699	6.08631	0.059216	0.886228	2.84607	6.35714	10.4155	4.37911	5.2526	11.9419	3.38152	3.24783	4.32138	2.0576	0.579552	1.49566	11.0454	12.1341	21.9254	21.2907	18.5308	12.2249	6.66783	11.0796	7.77481	4.52634
Total_FPKM							36	36	36	36	11.691	17.96024	84.24510000000001	170.46792	299.23523	454.00579999999997	611.8727700000001	826.13969	835.43927	859.14649	390.26672	182.55783999999997	7.6917711	14.704168	42.60342	135.28843999999998	258.9344	358.29402	792.3208900000001	864.4287700000001	914.70492	625.41127	275.84436	140.14763	11.250245999999999	18.612659999999998	69.0147	138.1808	258.31350000000003	442.9792	713.6785	807.1772000000001	798.5232299999999	538.38037	265.88824	130.44362
Main Isoform FPKM											11.2253	13.0525	57.6849	157.343	282.462	426.436	595.926	812.833	826.112	843.636	385.128	170.503	7.58272	12.7591	36.2412	122.143	236.197	345.996	781.202	843.783	907.061	618.579	266.464	136.289	10.1336	16.0218	44.3785	111.937	213.196	397.991	674.601	781.225	784.463	517.587	248.945	121.842
2nd Main Isoform FPKM											0.238034	2.75559	14.6821	6.93956	9.57614	15.7783	8.32872	6.75523	4.86391	8.22042	2.68173	6.08631	0.059216	1.05884	3.51615	6.7883	12.3219	7.91891	5.86629	11.9419	4.2624	3.58444	5.05898	2.0576	0.579552	1.49566	13.5908	14.1097	23.1921	23.6975	20.5467	13.7273	7.3924	11.0796	9.16843	4.52634
Main Isoform/Total											0.9601659396116671	0.7267441860465117	0.684727064244686	0.9230065105504894	0.9439463394734637	0.9392743440722564	0.9739377681409159	0.9838929297780137	0.9888354901009142	0.9819466293809802	0.9868327998861905	0.9339670101267632	0.9858223680109253	0.8677199553215116	0.8506641016143774	0.9028339745805334	0.9121885697690226	0.9656761784637098	0.9859666832714709	0.9761162854401525	0.9916432941018837	0.9890755566333175	0.9659940119855994	0.972467390279807	0.9007447481592847	0.8608011966048915	0.643029673388423	0.8100763637205748	0.8253382033846468	0.8984417327043798	0.9452449527343194	0.967848199874823	0.9823922091784356	0.9613779194809796	0.9362768357111243	0.9340587144085697
2nd Main Isoform / Main											0.02120513482935868	0.2111158781842559	0.2545224140112924	0.044104663060956006	0.033902401030935135	0.03700039396298624	0.013976097703406128	0.008310723112865744	0.005887712561977068	0.009744036527601953	0.0069632174238175365	0.03569620475886055	0.007809334908845374	0.08298704454075914	0.09702079401344327	0.055576660144257134	0.05216789374970893	0.022887287714308837	0.0075093125721644345	0.014152809430860778	0.004699132693391073	0.0057946357700471565	0.018985604059084903	0.015097329938586387	0.057191126549301335	0.09335155850154166	0.30624739457169575	0.12605036761749913	0.10878299780483687	0.059542803731742686	0.03045755935730899	0.01757150628820122	0.009423516469227995	0.021406256339513936	0.03682913896643837	0.03714925887624957

ENSMUSG00000018648.15	ENSMUST00000100705.10	Dusp14	chr11:84048040-84068357	84068357	84048040	1447	14	13	4	0	0	0.0218844	0.029621	0	0.0762382	0.0971636	7.4875e-07	0.20694	0.911402	0.717175	1.97902	2.38573	0.0794498	0.0233761	0.00688377	4.48014e-09	0.0376459	0.0864113	1.29763	0.00246077	1.8125	3.06029	3.55799	6.69111	0.0679745	0.0185276	0.0706747	0.076535	0.107556	0.0554545	9.57434e-05	0.654316	1.87887	3.83762	2.07433	5.24867
ENSMUSG00000018648.15	ENSMUST00000018792.11	Dusp14	chr11:84048040-84068801	84068801	84048040	1571	0	0	0	0	0	4.58501e-05	1.1152e-10	0	2.51675e-15	4.92681e-13	2.46155e-05	7.58084e-20	4.0014e-12	1.02607e-05	3.8771e-05	4.6342e-05	3.11385e-13	2.423e-11	1.01544e-05	1.60805e-05	8.11021e-13	2.89532e-05	2.30307e-15	8.57416e-15	1.54423e-05	1.03459e-05	0.591381	1.1177e-05	1.41166e-12	5.76669e-11	1.62277e-12	1.74682e-18	6.39179e-08	3.9397e-15	0.169383	2.21308e-05	0.135759	0.24243	0.159432	0.149675
ENSMUSG00000018648.15	ENSMUST00000164891.7	Dusp14	chr11:84048044-84068579	84068579	84048044	1454	12	7	1	0	0	0.0211286	0.000516651	0	6.03019e-13	0.00106781	0.312073	0.00267989	0.000178996	0.767195	0.834579	0.68	0.00074879	0.0495446	0.00983591	0.0381928	0.0111953	0.0868161	0.000679336	2.33682	1.56781	3.62568	0.761528	2.55824	0.000349256	0.00152639	0.000567469	0.00487917	5.23011e-06	0.00138006	0.368491	0.864466	1.28383	0.212938	2.09795	1.21548
ENSMUSG00000018648.15	ENSMUST00000108101.7	Dusp14	chr11:84048413-84067080	84067080	84048413	1082	15	13	0	0	0.0409718	7.81089e-17	0	0	0.00594129	0.080777	0.0422559	0.158975	0.801912	0.749212	1.34635	0.677549	0.0211443	4.0664e-102	8.11116e-62	0.0575201	0.150528	0.128568	0.621511	0.910673	2.1176	2.92354	2.18135	3.29562	2.1406e-15	0.0976386	9.48532e-132	1.1893e-66	0.0351276	0.0148289	0.323408	1.24707	1.40121	3.22293	2.43746	2.15202
ENSMUSG00000018648.15	ENSMUST00000138208.1	Dusp14	chr11:84048979-84069261	84069261	84048979	710	0	0	0	0	0	0	0	0	1.1436e-56	0	0.00586253	3.03191e-162	0.167705	7.62135e-40	0.20647	0.0555053	6.28066e-64	0	0	0.16627	6.27125e-295	1.19576e-64	0	4.51976e-258	0.0551314	0.244966	0.259838	0.248051	0	8.74883e-16	3.65441e-211	0	0	0.0886291	1.17675e-72	1.51674e-61	0.247025	0.330989	0.064263	0.302184
Total_FPKM							15	15	15	15	0.0409718	0.04305885010000008	0.030137651111520003	0.0	0.08217949000060554	0.17900841000049267	0.36021679424999997	0.36859489	1.8811979960040015	2.2335922607	4.366457771	3.7988306420000004	0.1013428900003114	0.07292070002423	0.0167298344	0.26199898498014	0.19936920000081101	0.3018243532	1.9198203360000021	3.2499537700000087	5.553056842299999	9.8544863459	7.352087000000001	12.793032177	0.0683237560014138	0.11769259005766779	0.07124216900162277	0.08141417000000001	0.1426888940279	0.16029256000000394	0.8613777434000001	2.7658741308	4.946694	7.846907	6.833435	9.068029000000001
Main Isoform FPKM											0.0409718	0.0218844	0.029621	0.0	0.0762382	0.0971636	0.312073	0.20694	0.911402	0.767195	1.97902	2.38573	0.0794498	0.0495446	0.00983591	0.16627	0.150528	0.128568	1.29763	2.33682	2.1176	3.62568	3.55799	6.69111	0.0679745	0.0976386	0.0706747	0.076535	0.107556	0.0886291	0.368491	1.24707	1.87887	3.83762	2.43746	5.24867
2nd Main Isoform FPKM											0.0	0.0211286	0.000516651	0.0	0.00594129	0.080777	0.0422559	0.158975	0.801912	0.749212	1.34635	0.68	0.0211443	0.0233761	0.00688377	0.0575201	0.0376459	0.0868161	0.621511	0.910673	1.8125	3.06029	2.18135	3.29562	0.000349256	0.0185276	0.000567469	0.00487917	0.0351276	0.0554545	0.323408	0.864466	1.40121	3.22293	2.09795	2.15202
Main Isoform/Total											1.0	0.5082439486696826	0.9828569549229895	nan	0.9277034938941364	0.5427879058851626	0.8663477244301194	0.5614293784702225	0.48447957202590036	0.34348032695974856	0.45323236907127296	0.628016941219566	0.7839701433396647	0.6794312175217377	0.5879263216137991	0.6346207792087575	0.755021337294766	0.4259696033037005	0.6759122068180856	0.7190317664118631	0.3813395144579358	0.36792176403070254	0.4839428586740064	0.5230276847133736	0.9948882201176619	0.8296070292289294	0.9920346473222924	0.9400697691814582	0.7537797579324537	0.5529208592089229	0.4277925716370442	0.45087735053196293	0.3798233729436266	0.48906148626458806	0.3566961564718184	0.5788104559436233
2nd Main Isoform / Main											0.0	0.9654639834768146	0.017442051247425813	nan	0.0779306174594888	0.8313504234095896	0.13540389588333498	0.7682178409200734	0.8798664036286951	0.9765600662152387	0.680311467291892	0.28502806268940745	0.2661340871846122	0.4718193304618465	0.6998610194684579	0.34594394659289107	0.25009234162414967	0.6752543401157365	0.47895856291855154	0.38970609631892916	0.8559217982621836	0.8440595970962689	0.61308491592163	0.49253711267637207	0.005138044413713966	0.18975691990667626	0.008029308932333636	0.06375083295224407	0.32659823719736697	0.6256917874603262	0.8776550851988243	0.6931976553040327	0.7457727250954032	0.8398252041629969	0.8607115603948372	0.4100124412470207

ENSMUSG00000030203.17	ENSMUST00000129433.3	Dusp16	chr6:134715467-134792475	134792475	134715467	3993	20	1	0	0	0.59465	0.189316	1.24832e-05	0.00396681	0.371287	0.60937	0.605874	0.1985	0.659915	1.23834	1.41562	4.03784	0.00491917	0.515401	1.02805	0.353885	0.246932	0.602302	0.638731	1.26173	1.16453	1.87687	3.51617	3.9701	0.434426	1.15181e-05	0.472622	0.413173	0.472343	0.00026285	0.268716	0.17087	0.50727	1.96882	3.33746	3.58411
ENSMUSG00000030203.17	ENSMUST00000100857.9	Dusp16	chr6:134715472-134792625	134792625	134715472	5104	36	36	36	28	2.33542	2.21294	2.23098	2.69246	1.91816	1.77599	2.06847	2.45503	7.4769	10.6997	20.037	18.6054	2.65183	2.16168	2.00381	2.47041	2.24901	2.52101	3.53919	6.63623	13.7639	15.5615	17.3141	18.3149	1.93363	2.39006	2.00012	1.92082	2.01738	2.23175	2.75721	6.48434	9.23286	11.3861	10.7912	13.4503
ENSMUSG00000030203.17	ENSMUST00000204083.2	Dusp16	chr6:134717814-134761100	134761100	134717814	1915	0	0	0	0	0.0753206	1.7697e-05	7.20119e-07	1.48392e-107	0.0609331	4.42577e-11	3.21434e-11	5.71333e-13	0.124446	4.57774e-14	1.37314e-18	0.0649758	1.21446e-134	3.31504e-13	8.50145e-10	3.13446e-07	1.68485e-13	0.103204	1.43913e-16	3.80807e-13	0.0390324	0.225078	0.0759766	0.0629793	2.85152e-10	8.37289e-22	0.0397686	1.78556e-21	8.17432e-16	1.22812e-31	5.34034e-12	0.109004	0.0952733	0.0407931	0.104994	0.0854243
ENSMUSG00000030203.17	ENSMUST00000203651.1	Dusp16	chr6:134718769-134726058	134726058	134718769	629	1	0	0	0	2.16137e-06	0.0905842	0.137131	4.12452e-158	0.000215585	1.77448e-27	0.25496	0.439522	1.17985e-33	1.42231e-24	1.13627e-06	0.0385184	3.97965e-144	1.83939e-26	6.15071e-06	0.0689408	3.43535e-07	0.0331682	7.40259e-20	1.15762e-21	1.60879e-10	3.39434e-09	0.000592118	0.272791	1.28641e-10	1.02743e-10	7.39653e-32	3.08863e-30	0.0843387	5.34628e-80	5.05636e-23	0.098484	5.36805e-30	3.1719e-13	3.52856e-08	7.33707e-08
