# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "8" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "40000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts_final/chromatin.Naive.b1/D40000/all/all_counts.txt" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.010.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.015.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.020.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.025.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.030.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.035.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.040.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.050.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.060.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.090.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.010.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.015.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.020.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.025.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.030.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.035.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.040.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.050.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.060.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.090.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.120.b1.bam
ENSMUSG00000107194.1	chr5	93092759	93093351	-	593	2	4	3	2	10	6	7	14	12	3	3
ENSMUSG00000058013.11	chr5	93093437	93176447	+	83011	2996	3864	5521	9360	15781	24001	25307	38141	42480	41790	19149
ENSMUSG00000107019.1	chr5	93176970	93179059	+	2090	66	88	54	70	52	96	124	308	252	535	200
ENSMUSG00000063015.12	chr5	93181933	93206495	-	24563	1772	1913	1730	1691	1105	1804	1789	2478	2994	3086	1498
ENSMUSG00000106870.1	chr5	93183856	93185758	-	1903	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083700.1	chr5	93195798	93196179	+	382	3	5	9	4	7	3	8	9	5	14	29
ENSMUSG00000029384.5	chr5	93206518	93213475	+	6958	42	52	25	24	17	16	31	49	16	62	154
ENSMUSG00000029385.14	chr5	93267257	93276231	+	8975	999	907	1108	1566	1270	1447	1344	870	1215	2494	2372
ENSMUSG00000053208.10	chr5	93390602	93393091	-	2490	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000107356.1	chr5	93410762	93411860	+	1099	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106699.1	chr5	93421672	93423396	+	1725	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096044.4	chr5	93481829	93540200	-	58372	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000070686.10	chr5	93634993	93671551	-	36559	0	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000107346.1	chr5	93694994	93697721	-	2728	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106954.1	chr5	93706474	93706732	+	259	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107159.1	chr5	93738096	93740783	+	2688	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107247.1	chr5	93770300	93771800	+	1501	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107392.1	chr5	93843776	93856107	+	12332	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096230.4	chr5	93924777	93929052	-	4276	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106701.1	chr5	93936755	93939485	+	2731	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106916.1	chr5	93996481	93999174	+	2694	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072822.2	chr5	94066151	94070545	-	4395	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072821.4	chr5	94076385	94080997	+	4613	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096259.2	chr5	94218005	94222010	+	4006	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094560.1	chr5	94302519	94306796	-	4278	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095718.2	chr5	94314435	94317255	+	2821	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073497.6	chr5	94339749	94385079	+	45331	0	1	0	1	1	2	0	1	0	4	0
ENSMUSG00000107315.1	chr5	94434357	94436925	-	2569	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074011.4	chr5	94445784	94448653	+	2870	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095074.4	chr5	94526287	94546423	+	20137	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095503.4	chr5	94612069	94616342	-	4274	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094195.2	chr5	94623979	94626848	+	2870	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092073.8	chr5	94648382	94686353	+	37972	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000107064.1	chr5	94733356	94736087	+	2732	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107187.1	chr5	94769619	94772066	-	2448	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095954.4	chr5	94865436	94885388	+	19953	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107285.1	chr5	94951537	94954134	-	2598	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073510.2	chr5	94963018	94965694	+	2677	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096742.1	chr5	94988626	95026536	+	37911	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107376.1	chr5	95063576	95066307	+	2732	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106780.1	chr5	95100024	95102282	-	2259	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092166.1	chr5	95106938	95111158	+	4221	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095996.4	chr5	95182624	95195342	+	12719	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096066.4	chr5	95268493	95272768	-	4276	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107348.1	chr5	95280462	95283192	+	2731	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079424.8	chr5	95305911	95343917	+	38007	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107122.1	chr5	95381054	95383784	+	2731	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106821.1	chr5	95417110	95419751	-	2642	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107357.1	chr5	95425935	95428628	-	2694	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070677.8	chr5	95456806	95485587	+	28782	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079423.6	chr5	95510758	95522953	+	12196	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094043.2	chr5	95590599	95594875	-	4277	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106690.1	chr5	95602578	95605308	+	2731	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107213.1	chr5	95662305	95664998	+	2694	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096139.4	chr5	95731789	95736173	-	4385	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072814.10	chr5	95742014	95746617	+	4604	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072813.5	chr5	95775990	95804708	+	28719	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106805.1	chr5	95834961	95837450	-	2490	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096617.3	chr5	95861714	95862715	+	1002	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094471.1	chr5	95867334	95867440	+	107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023078.6	chr5	95956951	95961068	+	4118	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107092.1	chr5	95974240	95975623	+	1384	0	0	1	1	0	0	1	0	0	0	1
ENSMUSG00000034724.17	chr5	96070333	96164171	-	93839	7897	11477	8632	8236	4652	4811	3112	1112	1222	3149	3407
ENSMUSG00000090468.3	chr5	96173940	96174350	+	411	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000029486.13	chr5	96209493	96266727	+	57235	3946	4467	3407	2857	1286	1352	898	862	900	1621	1084
ENSMUSG00000034687.8	chr5	96373955	96784728	+	410774	3	4	1	3	1	1	2	2	2	5	1
ENSMUSG00000106263.1	chr5	96456389	96457743	-	1355	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105446.1	chr5	96485766	96486150	+	385	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106526.1	chr5	96735547	96739364	-	3818	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029484.12	chr5	96793339	96845966	+	52628	18138	17716	21165	22445	21621	29043	25461	27620	29291	21190	12296
ENSMUSG00000105356.1	chr5	96798207	96800352	+	2146	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104955.1	chr5	96849505	96852938	+	3434	1	2	4	4	1	0	1	2	1	1	3
ENSMUSG00000106319.1	chr5	96879342	96891172	+	11831	1	0	0	1	1	0	1	1	0	1	1
ENSMUSG00000104698.1	chr5	96879518	96882741	+	3224	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064550.1	chr5	96907632	96907825	+	194	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105283.1	chr5	96910341	96922175	-	11835	60	79	39	35	17	22	15	10	7	12	8
ENSMUSG00000105871.1	chr5	96912700	96913241	-	542	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106357.1	chr5	96921272	96934867	+	13596	270	329	141	177	57	68	49	29	24	48	19
ENSMUSG00000105377.1	chr5	96936813	96937332	+	520	9	4	2	3	3	2	2	1	0	0	0
ENSMUSG00000105257.1	chr5	96940297	96940781	+	485	6	6	4	2	1	1	4	0	0	1	1
ENSMUSG00000105006.1	chr5	96996206	96997364	-	1159	21	16	13	7	13	19	7	10	15	12	9
ENSMUSG00000034663.13	chr5	96997689	97091867	+	94179	15592	18941	17568	18642	11415	12243	10125	6729	8483	10349	7095
ENSMUSG00000104591.1	chr5	97046181	97046808	+	628	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055725.11	chr5	97082329	97111596	-	29268	139	146	109	92	47	70	62	32	23	40	30
ENSMUSG00000104736.1	chr5	97143026	97149848	+	6823	1	0	2	3	0	3	1	1	1	0	1
ENSMUSG00000105850.1	chr5	97195586	97207964	+	12379	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067161.6	chr5	97264828	97265719	+	892	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000104717.1	chr5	97325904	97348439	+	22536	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046000.5	chr5	97382198	97392379	-	10182	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097516.7	chr5	97392417	97642179	+	249763	1	2	2	0	1	2	0	2	1	0	1
ENSMUSG00000050553.3	chr5	97455142	97457021	-	1880	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029338.13	chr5	97882783	98031043	-	148261	10139	15801	13361	16916	14227	16430	17729	9714	6038	4274	1119
ENSMUSG00000105801.1	chr5	97999384	98000950	-	1567	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106518.1	chr5	98031567	98034005	+	2439	8	5	1	1	1	3	1	0	1	0	0
ENSMUSG00000105117.1	chr5	98056793	98057103	+	311	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000105441.1	chr5	98075303	98075918	-	616	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098073.1	chr5	98153181	98154176	+	996	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035456.9	chr5	98167198	98188991	+	21794	0	0	0	0	0	2	0	2	1	0	0
ENSMUSG00000045238.9	chr5	98183121	98185984	-	2864	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029337.2	chr5	98254184	98277030	+	22847	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057816.7	chr5	98329304	98802047	+	472744	12	17	16	18	21	11	10	4	7	5	1
ENSMUSG00000104545.1	chr5	98346394	98349324	+	2931	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106273.1	chr5	98453747	98454127	+	381	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105814.1	chr5	98475556	98475664	-	109	0	8	12	14	8	4	10	6	2	3	5
ENSMUSG00000077424.1	chr5	98541484	98541614	+	131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079416.1	chr5	98552695	98553744	+	1050	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067101.5	chr5	98553629	98567004	-	13376	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029335.5	chr5	98854415	98884396	+	29982	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029334.14	chr5	98929773	99037351	-	107579	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000089659.2	chr5	99021803	99022222	-	420	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105579.2	chr5	99039063	99171421	-	132359	1	1	0	2	1	0	0	65	0	3	43
ENSMUSG00000089809.9	chr5	99217426	99729065	-	511640	34587	110813	236436	376866	422712	490684	426798	276955	226488	59228	31151
ENSMUSG00000105686.1	chr5	99274095	99279284	+	5190	0	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000104753.1	chr5	99508389	99511037	+	2649	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090006.1	chr5	99509944	99510682	-	739	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089627.1	chr5	99610625	99611433	-	809	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090146.1	chr5	99625836	99627062	+	1227	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087791.1	chr5	99655701	99655832	+	132	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089743.7	chr5	99682410	99715774	+	33365	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029331.3	chr5	99682999	99685034	+	2036	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105218.4	chr5	99730854	99753973	-	23120	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104731.1	chr5	99839533	99839990	-	458	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084445.1	chr5	99870248	99870323	+	76	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105078.2	chr5	99906254	99951092	+	44839	3	7	3	5	3	3	4	1	2	0	2
ENSMUSG00000089062.1	chr5	99928283	99928381	-	99	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000568.15	chr5	99955935	99978938	-	23004	4491	5515	4305	3776	2919	3396	3296	4094	4201	5016	3132
ENSMUSG00000091623.1	chr5	99977686	99978858	+	1173	7	5	4	4	5	2	5	3	2	1	7
ENSMUSG00000035364.1	chr5	99979061	99979663	+	603	9	1	2	1	3	0	3	2	4	1	4
ENSMUSG00000029328.15	chr5	100033577	100039664	-	6088	3612	3180	3652	2674	2001	2057	1946	2277	2609	2722	2497
ENSMUSG00000029326.13	chr5	100039985	100068760	+	28776	838	632	517	299	180	156	98	226	231	615	381
ENSMUSG00000089491.1	chr5	100056909	100056991	-	83	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050640.16	chr5	100077872	100159808	-	81937	12	4	4	4	2	7	8	2	5	20	16
ENSMUSG00000086259.7	chr5	100077962	100095273	+	17312	3	11	6	5	2	0	2	0	0	1	3
ENSMUSG00000103927.1	chr5	100196611	100200724	+	4114	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100157.6	chr5	100210692	100218049	+	7358	2	2	0	1	3	4	4	4	0	0	0
ENSMUSG00000085915.1	chr5	100220440	100355119	-	134680	2	3	3	2	0	1	1	1	0	0	1
ENSMUSG00000035325.16	chr5	100361649	100416234	-	54586	4873	4362	4440	3366	2344	1801	1319	1097	1571	3021	2313
ENSMUSG00000097772.7	chr5	100420842	100429535	-	8694	313	281	170	85	81	81	87	103	104	224	132
ENSMUSG00000098355.1	chr5	100421968	100422041	+	74	4	2	0	1	0	0	0	0	0	0	0
ENSMUSG00000098396.1	chr5	100426736	100426804	+	69	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098711.1	chr5	100429101	100429238	+	138	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098793.1	chr5	100429329	100429507	+	179	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106391.1	chr5	100429726	100431561	+	1836	23	2	2	0	1	1	6	1	3	3	4
ENSMUSG00000035310.15	chr5	100441918	100500639	-	58722	2184	3108	2933	3659	2519	2270	2233	2776	2676	2579	1319
ENSMUSG00000088742.1	chr5	100500143	100500218	-	76	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105181.1	chr5	100513187	100513620	-	434	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087786.1	chr5	100517284	100517443	-	160	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035297.14	chr5	100518309	100547803	+	29495	1403	1535	1269	887	487	480	438	492	556	828	612
ENSMUSG00000029322.12	chr5	100553725	100572245	-	18521	31	29	17	10	4	14	4	9	6	63	94
ENSMUSG00000104993.1	chr5	100592404	100592756	-	353	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029319.8	chr5	100654723	100675140	-	20418	1353	1220	1161	888	607	514	449	205	194	496	529
ENSMUSG00000085269.1	chr5	100670859	100678105	+	7247	2	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000035273.14	chr5	100679484	100719716	-	40233	13502	12114	9760	6217	2928	2191	1261	549	700	1734	3105
ENSMUSG00000035266.16	chr5	100762145	100798598	-	36454	856	798	621	443	197	112	71	32	29	48	74
ENSMUSG00000016833.14	chr5	100798627	100804471	+	5845	207	123	98	41	18	24	48	106	131	222	140
ENSMUSG00000104761.1	chr5	100798749	100801045	+	2297	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035234.18	chr5	100805192	100820965	-	15774	398	328	253	161	64	32	26	20	21	72	45
ENSMUSG00000105607.1	chr5	100814210	100815285	-	1076	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105755.1	chr5	100820330	100820753	-	424	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077354.1	chr5	100831281	100831414	+	134	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087611.1	chr5	100840797	100847167	-	6371	5	3	2	2	3	0	0	1	0	3	1
ENSMUSG00000029314.14	chr5	100845713	100899102	+	53390	120	100	81	73	70	80	59	85	80	83	51
ENSMUSG00000106178.1	chr5	100884133	100886482	+	2350	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106255.1	chr5	100910001	100913707	-	3707	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105965.1	chr5	101305578	101305869	+	292	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106610.1	chr5	101505528	101506329	-	802	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092503.1	chr5	101599314	101602375	+	3062	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035187.10	chr5	101658139	101664996	-	6858	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105097.1	chr5	101698133	101704063	-	5931	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000106164.1	chr5	101703586	101705850	+	2265	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029330.8	chr5	101765130	101823858	+	58729	3162	3267	3674	2971	2646	2329	1996	2068	2295	5961	6018
ENSMUSG00000104966.1	chr5	101783078	101785671	+	2594	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105632.1	chr5	101810492	101812075	+	1584	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043940.15	chr5	101832956	102069921	-	236966	44635	43853	48392	45402	43811	40242	34889	24505	25100	18069	17465
ENSMUSG00000092354.7	chr5	101837416	101846410	+	8995	39	21	31	39	27	26	25	19	21	11	31
ENSMUSG00000106451.1	chr5	101956607	101957951	+	1345	3	0	3	1	0	1	2	0	2	0	0
ENSMUSG00000105761.1	chr5	102057033	102058069	-	1037	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106492.1	chr5	102070218	102071782	+	1565	9	4	3	2	1	0	0	1	2	4	3
ENSMUSG00000105088.1	chr5	102159526	102160294	+	769	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106189.1	chr5	102162291	102164359	+	2069	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106295.1	chr5	102416203	102416946	+	744	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106586.1	chr5	102474290	102483289	-	9000	3	6	1	1	2	3	1	1	1	0	1
ENSMUSG00000057315.14	chr5	102481391	102897937	+	416547	27498	45394	37962	45081	36380	52986	45271	46545	44992	54614	19723
ENSMUSG00000046709.16	chr5	102907948	103211334	-	303387	3	1	6	1	2	3	0	1	4	1	2
ENSMUSG00000105253.1	chr5	102951818	102952072	-	255	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105947.1	chr5	102983842	102986313	-	2472	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104956.1	chr5	103230375	103299029	-	68655	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104688.1	chr5	103273909	103274496	+	588	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104808.1	chr5	103343972	103345107	+	1136	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105426.1	chr5	103346594	103348299	+	1706	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104684.1	chr5	103354306	103356698	-	2393	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034573.14	chr5	103425192	103598303	+	173112	23	17	19	15	16	17	8	6	14	46	51
ENSMUSG00000104580.1	chr5	103513445	103533021	-	19577	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088474.1	chr5	103602587	103602879	+	293	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029321.1	chr5	103605711	103629403	-	23693	11	13	15	16	10	7	4	11	9	40	15
ENSMUSG00000084126.1	chr5	103624471	103625046	+	576	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105018.1	chr5	103635225	103636167	+	943	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000029320.11	chr5	103648039	103656010	-	7972	2	1	1	0	0	0	0	0	1	0	1
ENSMUSG00000088121.1	chr5	103658237	103658407	+	171	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000029313.18	chr5	103692374	103855322	+	162949	48656	54910	61881	66891	59241	66017	58203	51789	64506	167160	140311
ENSMUSG00000029312.12	chr5	103861973	103911259	-	49287	581	579	509	333	177	126	118	296	385	802	403
ENSMUSG00000105019.1	chr5	103879908	103880235	-	328	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095133.1	chr5	103898879	103898985	+	107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034528.15	chr5	103955440	103977410	-	21971	6	22	22	44	29	20	22	41	7	9	33
ENSMUSG00000082527.1	chr5	103989370	103989591	+	222	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029311.16	chr5	103989762	104021919	-	32158	2213	2969	2843	2720	1932	1960	1517	1709	1688	3387	2040
ENSMUSG00000106035.1	chr5	104044619	104047397	-	2779	38	36	31	29	29	29	19	15	13	12	15
ENSMUSG00000029310.13	chr5	104046306	104065379	+	19074	1168	879	1132	1454	2975	3687	3440	3681	3804	3400	2617
ENSMUSG00000093690.1	chr5	104048003	104048063	+	61	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105261.1	chr5	104070064	104072325	-	2262	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091034.8	chr5	104070064	104077608	-	7545	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029309.7	chr5	104079111	104113733	-	34623	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097877.2	chr5	104109217	104119687	+	10471	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053268.7	chr5	104170712	104180127	+	9416	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029307.7	chr5	104202613	104214102	+	11490	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105615.1	chr5	104239313	104246702	-	7390	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094432.1	chr5	104297188	104297297	+	110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029306.8	chr5	104299171	104311469	+	12299	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000053863.3	chr5	104325329	104338611	+	13283	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029304.14	chr5	104435118	104441050	+	5933	4455	12425	13614	17432	15070	20500	19196	17283	15911	5960	2787
ENSMUSG00000105954.1	chr5	104435121	104436372	+	1252	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034462.9	chr5	104459450	104505819	+	46370	4164	4455	3870	3699	2456	2495	2010	1647	1880	3427	2001
ENSMUSG00000079065.3	chr5	104508352	104522611	+	14260	1180	1198	1308	1270	1148	1015	948	760	756	636	460
ENSMUSG00000097392.2	chr5	104525735	104554207	+	28473	1212	1408	1698	1403	1048	923	788	780	863	525	531
ENSMUSG00000048334.8	chr5	104775779	104777227	+	1449	0	2	1	1	0	0	0	0	0	0	0
ENSMUSG00000072774.10	chr5	104813169	104860070	-	46902	2742	3502	2996	2663	1603	1359	875	621	562	666	378
ENSMUSG00000029299.14	chr5	104935057	104982718	-	47662	4188	5253	3354	3660	1513	1775	1357	677	570	356	149
ENSMUSG00000096561.1	chr5	104936651	104936757	+	107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105555.1	chr5	104971695	104972063	-	369	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104899.1	chr5	104987237	104987743	-	507	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106392.1	chr5	104989050	104989331	-	282	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034438.16	chr5	105014150	105139540	-	125391	6598	6713	5802	6518	4667	5171	4772	3164	3386	4077	5820
ENSMUSG00000029298.15	chr5	105077630	105139539	-	61910	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079363.7	chr5	105115767	105139586	-	23820	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079362.5	chr5	105214907	105293695	-	78789	17	24	32	73	76	98	79	42	36	56	80
ENSMUSG00000105096.1	chr5	105215699	105239533	-	23835	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104713.4	chr5	105270702	105293698	-	22997	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000092021.8	chr5	105323042	105346472	-	23431	82	100	77	75	42	39	36	17	19	259	589
